log,X,Y,cluster
,-17.842985134897642,-2.6155319083423567,1
,-16.929783032328263,2.9825468342871995,1
,-11.19612598662941,13.355902555534628,1
,-14.944130246545772,-0.5912564922994461,1
,-18.38695254410594,-3.7377224382531726,1
,5.897614985052544,14.188019128097222,1
,-11.693049207507574,12.86774803212795,1
,-17.51296791738649,2.9918160072544366,1
,-16.166329547080714,0.7076882888118038,1
,-16.0785135814192,-0.7741429270582655,1
,-17.272048754901636,2.85261897805484,1
,-13.13538170767033,-2.176145138696186,1
,-14.53349565153983,4.68834246983354,1
,-22.932082387318214,2.4915693542878063,1
,-15.665877400114889,4.458406634184711,1
,-19.47264451551975,-3.9490011918935193,1
,-17.219312189672557,6.622912402343308,1
,-14.79371999752211,3.5963311553564994,1
,-18.01053512815266,2.8854532718204187,1
,-10.69281246056743,9.819405148402966,1
,-17.581919941585102,3.985308800031452,1
,-18.757942364673838,2.270253203945075,1
,-23.116534309606667,4.537226426359328,1
,-21.56584199978507,1.8311819182009927,1
,-17.449708640055608,-3.387447390377981,1
,-15.588984190672004,2.9487634399299245,1
,-15.047103447624696,5.838682332745933,1
,-21.16074349819124,0.6291310634024175,1
,-18.31531113065245,2.6025601320133265,1
,-19.15863032233177,-2.794575958885329,1
,-12.749787436229203,3.854922439914704,1
,-14.004180438841557,5.111225353440115,1
,-8.73536605802008,4.865657561568428,1
,-11.204961559464016,3.9608251195078577,1
,-19.74735159688283,-0.1049176160787839,1
,-9.394541345381697,10.489464984263831,1
,-17.81547447572124,-2.152492253937849,1
,-10.939092430434108,3.3147703046613266,1
,-12.99517863371026,9.751811276594053,1
,-15.808935611078292,-2.0401427509756687,1
,-13.971693760950757,5.875544917863498,1
,-18.673244063099688,-0.0027385898118896,1
,-24.319561843298388,3.456374586806484,1
,-18.00764320329728,6.305672567852862,1
,-10.776608734027848,8.034727294552104,1
,-10.460706350077048,11.863673188926766,1
,-14.622711574329466,12.818875977935908,1
,-17.317028616455445,-1.5184571515072784,1
,-22.70911040657988,6.121987448362156,1
,-12.877428787446895,5.947748880637086,1
,-18.63466026804393,-1.7241690268472505,1
,-10.485588082670471,9.324863951602474,1
,-7.7266582890034945,6.402654210246279,1
,-17.399179331606557,1.3449795348820934,1
,-11.747229913861483,11.599401701318298,1
,-10.043425567139447,10.28363488829488,1
,-9.795939602192332,8.108180550260384,1
,-10.605245850631764,6.453355482039899,1
,-18.51139699906105,4.407747376409684,1
,-19.37600007804919,1.895610684925793,1
,-19.20840249563184,3.559889084006095,1
,-19.982738837125492,-0.8616152266606396,1
,-11.55312684822238,5.070138580278411,1
,-14.16709862447431,0.5014431887471457,1
,-21.97672000173908,0.1946528685863007,1
,-19.89149772184715,3.0093074024854896,1
,-19.323575849254087,0.8914342715011032,1
,-20.66265930720929,-3.723978274158157,1
,-19.16721143121344,-2.3099549152111494,1
,-18.0602009325238,0.5516727493168685,1
,-15.18643975033462,0.0877728594341515,1
,-12.579323102894929,1.164661168240241,1
,-8.517648151910056,5.9654835718637305,1
,-19.42190968429322,5.483071436039571,1
,-16.293216236461276,9.82904478944771,1
,-20.952169211785236,4.226709253011011,1
,-13.722386463774937,8.185321187090361,1
,-11.938292190753163,9.894704530642338,1
,-10.865094946383763,8.941442789873333,1
,-13.612315558562548,2.4916805071431565,1
,-21.13562357447495,2.453242983760913,1
,-13.99633133663952,-1.2521291410792303,1
,-15.452139585191857,9.815236620173376,1
,-12.436079797988342,12.067448128664408,1
,-21.07593286332816,-2.2502473125257567,1
,-13.308521734460545,9.392755591236307,1
,-10.8480788784892,4.151302611238615,1
,-13.662808642387182,11.600596386004572,1
,-17.040730985149036,2.2569032575834016,1
,-19.92735498792932,6.976210329673834,1
,-18.5531406310185,5.281023847157316,1
,-11.799658159844526,0.587651232856229,1
,-18.48918791700428,-0.1744294330391686,1
,-9.260705761441194,6.478568477529579,1
,-19.070108759919,1.467669887454677,1
,-21.047052297615203,2.8906885470931303,1
,-9.330746915241946,8.959638548879312,1
,-22.43712995668796,2.920074083707012,1
,-9.58482556415956,10.981968320285684,1
,-14.93827189281348,2.511327414450074,1
,-14.1368648149279,7.080645643082391,1
,-26.718305301489032,4.766533969691564,1
,-17.574153791341413,5.844520401590902,1
,-18.92383143951104,-0.947372552998672,1
,-13.371979060021946,7.169562623885503,1
,-12.771785515030116,7.966645918936279,1
,-11.934676515305284,12.46301299793672,1
,-17.366151394297216,3.9227194190905728,1
,-13.023970533109276,8.985479575380372,1
,-5.569849343278068,11.027665303008014,1
,-14.64336939503022,0.0606190512763745,1
,-17.892432969346565,3.850151602114625,1
,-24.68785990074345,2.5822643333612123,1
,-19.643209827039897,-2.235139817436726,1
,-20.36920582790464,3.719583866982508,1
,-4.614643030507377,15.609444633991354,1
,-18.77173226027241,3.5304901153707817,1
,-10.396626564099696,3.151247919008766,1
,-21.57599285118345,3.811090570442504,1
,-19.700631067708123,3.535390200439259,1
,-23.567602654644023,3.969339431279304,1
,-12.53459137656983,12.578139842047086,1
,-9.792867744857592,9.69937088761364,1
,-18.469454486311967,-1.3784385829470207,1
,-23.529561799603687,2.8051174043276816,1
,-13.679793617701003,10.595062155756777,1
,-20.36466036953412,2.0920344628935115,1
,-16.936224956846086,5.928825050526714,1
,-14.09033285184242,12.704587094536516,1
,-11.717149610726851,9.07114084191351,1
,-20.30444460457449,-2.014477651505664,1
,-12.039724392577998,2.8656269597581128,1
,-10.2023789688193,9.01065097904857,1
,-14.58250877403892,8.113383887811855,1
,-17.762301985668962,6.922213410056236,1
,-17.14625111726298,5.663179860545578,1
,-12.507401179275632,8.524782018767791,1
,-10.703160926088898,10.076057108512126,1
,-14.156066392213814,11.553572908451692,1
,-10.796458631247264,11.46377994695773,1
,-16.002944580054727,10.011321078964006,1
,-6.499250441742202,10.7505337402659,1
,-20.72139672705415,3.900330978084496,1
,-8.820669729842612,14.87108694612698,1
,-15.080394715007902,10.975883193724236,1
,-10.67983055549776,10.109579847949346,1
,-18.106033129369173,1.4761301119214485,1
,-21.780796729833835,4.685497442495432,1
,-19.837285778512957,2.393210501121175,1
,-14.757859200637318,10.54280501256881,1
,-20.155907580890386,0.3198983225351796,1
,-17.70008463911675,-2.721865614411166,1
,-10.55793553363476,10.59015176252287,1
,-16.01971794935239,5.258462313552656,1
,-10.355475739185504,4.743943742836467,1
,-16.541336353250014,3.0133337053379003,1
,-15.404765152746128,-0.4586622490520475,1
,-18.26128333321376,0.6777278487495779,1
,-22.05106777428998,6.309297644615143,1
,-5.044348310223171,1.4086268710656968,1
,-21.93597303447332,2.95111546330768,1
,-10.887818929692576,5.335266377292323,1
,-14.68055315739599,9.516218364904818,1
,-19.346109723664046,-3.4338513325389872,1
,-21.403370263609816,5.963200231791153,1
,-17.116405633751526,11.883245411932243,1
,-18.949217964396556,-0.5220462863839617,1
,-23.23026798804718,0.9923624129945476,1
,-23.51900896408168,5.999927042316889,1
,-11.455906703241068,11.412481021488814,1
,-9.913142604384342,4.421832725423104,1
,-11.758624108530505,8.45799845637152,1
,-18.676147432385857,6.6268471399723925,1
,-13.107539959522343,13.222178542545263,1
,-7.309291223302691,6.7575163650798045,1
,-14.454308507295009,7.953659560009288,1
,-16.509349179140706,3.33894895619532,1
,-19.140205206167487,9.00488729357548,1
,-9.629526771311248,7.216236111072493,1
,-16.6869738019743,3.9850459373571385,1
,-10.366114182396874,8.402275440420542,1
,-20.166744084581484,3.862304395172283,1
,-13.183549088356044,0.3768893926965656,1
,-22.07153298440287,1.317224325407627,1
,-22.061567735529547,5.726597876359179,1
,-22.934176503727,3.3079424462347684,1
,-18.69710036958044,1.31936253315681,1
,-23.835224493964,6.704726835929202,1
,-21.039231308500096,1.4049061455807603,1
,-11.115493610136877,13.885188292046417,1
,-15.554235550581746,10.521162747655836,1
,-16.607198820083063,-0.6924597672671206,1
,-15.245718713302525,12.838890986630467,1
,-12.51967256743555,11.639824103557808,1
,-11.283429678639171,5.196694595706328,1
,-12.75488385998298,11.82260295310954,1
,-23.887162293898697,3.5642209571072585,1
,-16.991050130096554,7.14841209699777,1
,-11.521513912389208,3.277720748571825,1
,-17.418265492418428,-4.602681050945502,1
,-23.259577550562422,4.189973335777472,1
,-13.813161754047917,9.39057731215805,1
,-21.918480912820435,2.156598293018053,1
,-13.647112978116064,8.635490169558782,1
,-19.12699078999784,-1.5970786311110932,1
,-16.3191165263527,-1.5868278936053208,1
,-19.738997580850224,-0.8552409712350453,1
,-16.011602933500487,7.828572641383676,1
,-23.91347229158409,2.300350147703008,1
,-20.36561471884181,0.7722331987612628,1
,-17.525951099883663,2.2341103832263736,1
,-11.766100446990515,2.5927515208621337,1
,-10.203957580878756,7.346253013029691,1
,-19.624218138529507,-1.1385840152099578,1
,-9.309333511154543,7.673648819571609,1
,-21.636900729195386,3.138396413279533,1
,-23.256201301829787,5.635970493507058,1
,-20.21061714567924,2.904540295700707,1
,-19.1067476944016,0.4193439534938005,1
,-18.844360969241286,2.5604355475058083,1
,-11.120793898683166,1.7143645476581926,1
,-10.224824272309425,10.79945887491063,1
,-13.659669090230846,9.961145521104555,1
,-13.4903659687407,14.239398557684565,1
,-17.296798657299156,3.723804007506481,1
,-11.574779541008256,10.26142180199862,1
,-13.010280936047996,12.48713604258787,1
,-18.003992340951672,6.486539070859108,1
,-17.109913051082998,3.5868122664216595,1
,-17.668501816455358,2.1046316793729813,1
,-11.406788542474962,7.97777919689968,1
,-12.514698891174866,11.73930819084094,1
,-10.988761266967144,9.108606885028331,1
,-16.067953857935713,2.2438915112658253,1
,-19.6988749217167,-1.5443896762134934,1
,-8.795891888431253,5.729089069625441,1
,-12.279297418879327,3.78382295654672,1
,-17.543368788541336,4.505669101201359,1
,-16.303286785268977,5.007577899174273,1
,-9.986589488336987,8.906470196751744,1
,-12.352392705168665,4.19245009324579,1
,-15.797671508716602,0.5453505439730112,1
,-16.86222104741407,0.8324032465269239,1
,-19.30112099835826,-1.6334922935240523,1
,-22.381575846234288,6.229834171381099,1
,-22.759164289410265,1.977841391144358,1
,-13.192261862110335,8.262697956223258,1
,-16.39219090857175,1.3915629149736113,1
,-14.973495605424748,3.743008116566776,1
,-20.36412860965834,1.1814997248503638,1
,-9.003319613460258,9.3594338768224,1
,-18.420197529539568,-0.5154322912157806,1
,-18.850122583219964,4.311288779415319,1
,-18.02347590836151,1.815233260998895,1
,-20.23308353453404,5.14621197412374,1
,-24.744317322557404,-5.984265392909913,1
,-14.39688911195346,-0.3235630143931459,1
,-17.99285495514829,-4.907659534335458,1
,-17.450122066823784,2.595290029167038,1
,-10.97143072225301,8.392213288440265,1
,-18.323726039146347,2.2742724191777905,1
,-11.32897902086584,12.305972451086896,1
,-15.119133252789265,-0.8562023853257771,1
,-23.82727221031801,-2.4352666552691296,16
,-27.60659006998954,-6.645597701083328,16
,-21.568379686544912,-8.054427935394722,16
,-22.811457701620057,9.333681453144733,16
,-28.803238427891053,-6.624708158861555,16
,-21.639705223146635,-0.8341072217775277,16
,-26.655299056942805,-10.25560959168388,16
,-14.252868581424377,-9.222984219867604,16
,-24.000165104094496,-3.911092582551993,16
,-23.59642888374001,-12.22231529964069,16
,-19.85829980798181,-4.489670382781193,16
,-19.63895994068412,-12.803105662583786,16
,-19.942060005235927,13.119601950866626,16
,-23.27016487131683,2.914833014924,16
,-27.335278752168072,-5.425753159866567,16
,-17.83599110302311,-5.4755335129949705,16
,-28.92715089572752,-2.310520228860077,16
,-23.10653160650673,7.65516928476965,16
,-8.24588944399032,14.19501796390303,16
,-20.07039255427197,-9.017294987508915,16
,-20.49593639493304,-7.605008300011875,16
,-25.63793226332652,-7.64442998028636,16
,-18.819778761663056,-10.612496350057691,16
,-24.726267896949047,-0.9154958675773988,16
,-25.989599887271797,-2.3539159018299265,16
,-19.92437430292968,-5.597988318590337,16
,-21.881720532375017,-4.146360121351408,16
,-11.800314708026638,-5.3367770604857565,16
,-8.935318686196132,-11.166554257339373,16
,-30.0178548367067,-2.796204624878955,16
,-1.70306973326678,-28.04082574733916,16
,-24.54442976994529,-3.61122995168672,16
,-26.511791342532543,0.9024986539555404,16
,-19.73571262891014,-9.924544267879522,16
,-28.44910931799052,-4.381845469778063,16
,-23.009902043039364,-9.99217511678786,16
,-12.87706304870631,10.453012904299506,16
,-8.711127318763527,-11.760929330511678,16
,-19.5539771354583,-6.868532386069,16
,-22.07477527080669,-10.936028948965523,16
,-23.726842331070944,11.379268025048596,16
,-22.472838070335573,6.505102101538469,16
,-26.83716529893876,6.044467288362357,16
,-24.75890058168961,-9.481287098235,16
,-22.729091866634057,-6.436940139753325,16
,-26.726009297016184,-6.411127658300873,16
,-18.663416930013216,17.062368891587035,16
,-23.413080199639264,-2.329605859939253,16
,-24.34468136719673,-10.39808748512256,16
,-19.315749603554146,4.774528662504646,16
,-22.429394736608646,0.6367973691611037,16
,-27.71474854551113,-10.096781636476,16
,-26.09769926825474,2.1342141077113235,16
,-25.379936777530343,-6.401778740140199,16
,-28.46179304418082,-1.1793855190557765,16
,-23.640171475225102,-9.302557295903636,16
,-25.264415019934244,5.6339306986713655,16
,-24.04810863786271,1.449648148573966,16
,-25.791619671701238,-3.653990342657421,16
,-28.45260374572097,-5.53484790782343,16
,-27.53724720818265,-2.089249688802255,16
,-29.73445280411873,-0.3531446475102713,16
,-20.976388716358723,-2.9421463440615576,16
,-23.7338870813068,-3.0826999312305,16
,-20.222271741508344,-10.944788434701994,16
,-26.52715288033033,-1.3345775893099932,16
,-24.40976204378449,8.662229986323293,16
,-23.864523834227494,-7.7221383224380915,16
,-23.57223861138553,-3.7417620769870856,16
,-17.97089880813485,-6.077336606010535,16
,-21.832914525349484,-4.812982670471565,16
,-26.435145305475903,-1.0955306051832514,16
,-26.512591391960367,-9.47241233240229,16
,-22.16501654286481,-15.400114761181015,16
,-24.39208426221562,-10.675060495081311,16
,-14.304800056771718,-8.007116108307608,16
,-23.06474528618479,-4.429532879506396,16
,-27.621872738955613,0.3447273972895603,16
,-20.257174783015916,-0.2518718244707752,16
,-19.83355478269232,-0.0133288940923692,16
,-22.59350937245895,12.17270915277236,16
,-29.196826902431805,-3.968857024221049,16
,-20.544742322328656,-12.166100476585449,16
,-20.8470875856452,-8.08130139138423,16
,-17.79867707832112,-3.7406184508420095,16
,-29.01056768599854,-3.0313676176837268,16
,-22.56257124842086,7.462673284682509,16
,-28.017824403832485,-9.606651991354422,16
,-25.25778297156516,-10.073586939066544,16
,-18.43337271078454,-7.419904812712011,16
,-19.97433294952862,-3.5900739018817585,16
,-27.576688998020632,-8.859066792080396,16
,-23.058234229780908,-0.7231907761896964,16
,-19.31718152462892,-11.398983158694204,16
,-21.634487966191298,-6.9217572815146085,16
,-20.477778401535275,-5.576078818887838,16
,-13.00249914714082,-8.915419076788094,16
,-28.33934083218175,-8.500231619816981,16
,-17.921522468970732,-12.304974559221348,16
,-24.692560918340696,-4.760115767695142,16
,-24.94265805602814,-1.8607641129303572,16
,-19.310128741627015,-8.753879020509585,16
,-19.431224319307017,-14.08708040874893,16
,-22.098609249880823,12.013998728502376,16
,-20.67167661133622,7.2437559037874655,16
,-27.687257857843942,-6.234928244138788,16
,-20.50566054304432,7.519724259950022,16
,-20.581438309794983,-10.213412664162837,16
,-25.99081610194561,-6.284228195523892,16
,-26.19051506542371,-10.111640181704132,16
,-22.835527411292095,-3.9016340614502094,16
,-15.842602311037927,-9.843557946278152,16
,-26.280829402889427,-11.268964832105777,16
,-21.22653206765974,-9.4674532700674,16
,-19.751903906107746,-13.514405995454696,16
,-23.06904728424617,-8.049682636182938,16
,-24.42574970525158,-5.551177603327076,16
,-22.691723195438957,-6.885710523125155,16
,-28.635124936148035,-1.741997175258185,16
,-22.263450422320936,-0.4590799854215759,16
,-23.606167857998976,-0.515173227977692,16
,-22.82606775778372,-11.697037450167963,16
,-12.37549486658865,-7.215219784053187,16
,-21.07763996871435,-6.903259228901592,16
,-19.361017641098016,-9.6471549581065,16
,-20.55058580257821,-1.2449523332908414,16
,-25.26637855077252,1.735770557085565,16
,-29.96076328357341,-2.3353599120450763,16
,-21.641559065375382,-14.175668700352183,16
,-27.76881604278387,-5.16163862629275,16
,-19.65866133118753,-5.051054784298294,16
,-21.896946222632028,-7.6044885497513,16
,-26.97581079758304,-4.586590926764423,16
,-19.120175635243456,9.290714895466165,16
,-29.43084479664485,-6.859540891279613,16
,-22.587779536022865,-14.732401482682873,16
,-21.20427124586553,-12.650658991086791,16
,-21.78992885915627,9.732899629889175,16
,-22.045191311310603,-2.727891206121464,16
,-17.758490054987142,-11.686362008483686,16
,-19.136065595804418,-4.8947800798514,16
,-24.76471398464671,-9.916764676080165,16
,-24.61167366467818,-2.7096439028350385,16
,-26.405415642309908,-6.376094388567595,16
,-17.63004652190989,-16.45334447971427,16
,-23.205803623676072,-7.36242335201478,16
,-23.38337602163617,-8.2175127699012,16
,-26.24172902072291,0.3312000576716893,16
,-15.085811915073752,-9.079110076556452,16
,-26.54587813800779,-0.995802105814884,16
,-22.816414956394404,-9.880714987410734,16
,-21.8330803812567,-16.21338521595876,16
,-28.031692616114608,-3.421715823373643,16
,-18.11076876728066,-10.14811850385886,16
,-28.85156335859522,-6.097595952283908,16
,-23.368589305969884,-12.608030668163655,16
,-18.049095512046183,-13.846307049805096,16
,-24.892705273762036,4.843535659736736,16
,-24.94452416498794,2.330176236408088,16
,-23.52911569144276,-2.9913221095624998,16
,-20.187809415530737,-15.6632639341085,16
,-25.24906029160933,-6.781940733445859,16
,-18.996448230884983,6.375148541850597,16
,-28.22963493109668,-2.977824440372514,16
,-22.3877588507059,10.91867676409085,16
,-29.76672953572882,-3.1327498392607263,16
,-23.511544915538007,-5.0685689195663,16
,-23.35230731952727,-9.994279651448648,16
,-23.338479538104156,1.0210423133624111,16
,-29.562359555704493,-1.3698067818480602,16
,-20.9012950026364,-4.31864406003339,16
,-21.29301787226948,-5.973480420537702,16
,-27.222070399686466,-1.3513203474689226,16
,-21.52293223628551,-0.4705831777774691,16
,-25.594997139945978,-5.483250717149059,16
,-24.64394384391119,0.83546051707707,16
,-19.63502824327756,6.309417327974207,16
,-28.073786326459917,-5.298172695077416,16
,-27.58004950122957,-0.28491642151789,16
,-23.435191863154454,1.8600407130381091,16
,-26.95391326546808,-8.77547221844543,16
,-20.60783415318076,-6.46950950182225,16
,-29.23708327527566,1.4292562148694488,16
,-28.142082229165293,-4.498031720992556,16
,-20.106033835459883,-8.34385330648337,16
,-28.124750748075872,-7.005063991621585,16
,-27.629102833326638,-7.727834285254175,16
,-21.641226373625585,8.213241189312306,16
,-22.512865909284844,15.092678386581028,16
,-26.35772400655245,-6.949462817466253,16
,-19.5468979539817,-6.160504675549784,16
,-25.42680620594322,-11.091524072442956,16
,-23.81337169538054,-14.066116968177116,16
,-23.055432182880786,-0.3562597292288564,16
,-29.391048430920804,-6.255097202298454,16
,-24.00538693939651,-1.98306108864942,16
,-24.60200242973164,-11.700250659966958,16
,-20.80406712464613,1.6017980512619392,16
,-26.936776708028127,-9.51249273234014,16
,-22.461133293048555,-7.606945537061532,16
,-26.827718328620584,-6.3772119751305,16
,-22.35751903900569,12.402554543226152,16
,-26.2073679853544,-8.40737915448118,16
,-23.89551693109471,-6.396797912015581,16
,-20.996360731073203,-0.2337075322363791,16
,-26.456221816376218,-0.4586863457183084,16
,-26.918511912817834,-1.9135944066364177,16
,-26.0500352892782,3.133690795825302,16
,-21.99639867948493,-9.396537980202824,16
,-25.49574875373402,-9.492992514718688,16
,-22.56441117272626,-10.79699326450488,16
,-24.1499500298068,-12.88330267134767,16
,-21.329407497364187,-3.2745142691405995,16
,-24.11111887025847,-0.3924645035937641,16
,-25.615323027271582,2.3468251035914296,16
,-18.33971436835475,-13.032312286401668,16
,-25.072787074304845,-6.183682593561399,16
,-13.558719438233,-11.922046893520893,16
,-28.61142298673086,-5.217758871592854,16
,-28.289088197892063,-2.409060842858555,16
,-22.01907150925281,-6.773334585614252,16
,-25.182185015878467,-0.782844847912545,16
,-23.89593122715954,0.2360547899580787,16
,-22.038823493236364,-5.395553517780456,16
,-25.27317371643408,1.931866332232398,16
,-18.70087509019024,-3.878899073982245,16
,-19.514355407293227,-4.421465542957038,16
,-26.595085813751403,-3.320021795589142,16
,-25.768569801076023,-11.316198122000673,16
,-19.054724100311837,-10.976049378203257,16
,-22.15412362681331,-4.240998590467234,16
,-21.329322459619192,6.998102508248059,16
,-25.60255399647016,-3.652068376458051,16
,-30.07531619070297,-1.0331419641843964,16
,-24.663963420438314,5.842531103624739,16
,-28.952803739521247,-7.452058432909772,16
,-18.33141182850605,-5.124986538032821,16
,-25.96993305923329,-9.985476550562332,16
,-19.036545486581907,-12.851024759114656,16
,-22.794254213268783,-2.959629348284289,16
,-21.93346970979626,-11.769196187752051,16
,-23.061123979909784,1.1045897969020018,16
,-21.30453424055973,-8.446480206542898,16
,-24.260100000288613,-8.0961245899779,16
,-21.80861869722179,-2.6468550253938963,16
,-18.69024711885629,-6.125882197064005,16
,-25.36810947759929,-2.5423915838015465,16
,-19.89780138348544,-14.7182843989844,16
,-21.77058143355893,6.430866659274568,16
,-23.06756538439025,-13.822348464810895,16
,-21.39018558999839,-12.824319454770658,16
,-26.800667420975174,-0.9319694934748484,16
,-26.18614798741478,-4.87568600302321,16
,-27.042026015841,-2.769359829497656,16
,-21.111034294120877,7.790911879842022,16
,-22.25478173743431,0.2933826199201135,16
,-21.405141941003656,5.282081247821088,16
,-24.747665773582963,-9.283981255953698,16
,-28.275795714028146,-3.954518460674988,16
,-27.824451692680004,-5.9487930498657695,16
,-28.499143758647552,1.0076258842919954,16
,-19.397596101865048,-7.712214929679698,16
,-20.603045763206296,-3.708505778409988,16
,-25.36215703248445,-2.7124653855525303,16
,-18.589628045735655,-7.848100449768573,16
,-26.739865764866952,0.4218206934837851,16
,-20.31356903007502,-6.313575688880947,16
,-18.782963465887157,-14.797087838841524,16
,-26.360210097767137,-7.444416924295773,16
,-22.382636289336872,6.283086183176098,16
,-27.74294990457581,-3.4235543669565938,16
,-27.12334459613298,1.1452045681861616,16
,-26.23307608261649,-8.111265210304358,16
,-20.54061137854539,-12.780618329862005,16
,-23.015534338861546,-5.677602739983935,16
,-21.876961835660197,-10.202697984447948,16
,-22.150159810010937,12.532829995567976,16
,-20.79843880358693,-5.372166009092202,16
,-26.94171238295505,-11.3064367769816,16
,-22.718246878355504,-8.233168576323477,16
,-21.3193100623992,-10.790264469544017,16
,-22.95610697740201,-0.4186065762106296,16
,-22.116692879253605,0.9594472688536352,16
,-19.011720830225972,-8.358853149837945,16
,-22.14151415303864,8.441517679419908,16
,-22.62051263685625,-2.612482433004387,16
,-20.456675641017963,-16.64330845205314,16
,-21.997293339567094,-1.339687470190353,16
,-27.963322797699515,-7.007808204952131,16
,-21.7821924404946,-11.834605478421985,16
,-26.108606893105115,-7.315429145232471,16
,-20.98708701158636,-7.595664438779659,16
,-28.75961121249566,-7.065268293270533,16
,-23.74775809690344,-9.992264875293596,16
,-28.96674054096536,-2.1625783080921366,16
,-24.719523563439363,-7.19821947093392,16
,-24.520186002446504,1.4460613245380844,16
,-22.978671249667705,-5.074224104126969,16
,-21.09100805557861,-13.856602594100506,16
,-25.918801583995087,-11.002659078420626,16
,-25.78218005534797,-5.649070175545423,16
,-26.405429879305046,-10.02007070642574,16
,-25.77586916067418,-6.6076317280854,16
,-27.74109627539943,-4.855673707005379,16
,-27.381734411221156,-1.716826474576357,16
,-18.089951770108165,-14.23789322723952,16
,-18.62548771635961,-3.340952876518772,16
,-21.857789914799984,-7.399797430657331,16
,-19.73252515539868,-13.205634688436392,16
,-26.145422801047538,-2.868435867331756,16
,-27.513748313120463,-7.117987118600025,16
,-27.019913913132925,-5.920674997352089,16
,-23.31318483253485,-5.892696005239011,16
,-19.98388035933848,7.193465158847849,16
,-24.14889978471584,-3.228909972535684,16
,-26.557579561199404,-4.875086747523016,16
,-25.804035715672214,-10.63305644835506,16
,-23.63342553978876,-12.96035117053026,16
,-20.57338814743919,-10.631955590021963,16
,-27.85368596532949,-9.389671006167324,16
,-28.358627543214027,-0.0180084828007315,16
,-23.69328936839406,-2.090339583532197,16
,-19.256998286586,-15.24438248112997,16
,-23.531772793036197,-2.071560435066788,16
,-27.97463615714389,-2.04400193745454,16
,-23.304036158273966,-6.967366766577911,16
,-27.25992195111368,-0.7964418799348109,16
,-27.62517301506556,-0.8527398389443993,16
,-25.088655997687024,-3.1472639980959483,16
,-24.08738835047664,7.314784217031009,16
,-18.305063148371865,-7.8908322548303484,16
,-18.62434168599524,-6.696113180993324,16
,-21.83511110645949,10.92989636247036,16
,-24.965314704240136,-1.3184691805003697,16
,-21.826805555671992,-13.700895466193884,16
,-20.79677467106175,-14.184030814234603,16
,-22.00721918113194,7.159440588923649,16
,-20.248182925478744,-12.926518594451611,16
,-23.86769851160847,12.616629182240723,16
,-29.55763525364048,-2.942047283224544,16
,-26.52527862617801,0.0934225451865776,16
,-30.196059620176744,-3.36435026285396,16
,-28.263862827310795,-7.973933125912592,16
,-28.457450237240774,-2.880220994128704,16
,-23.821284305454604,-11.252209400798526,16
,-24.09436285858519,9.314603463117622,16
,-25.965429468816527,-3.4102028531134336,16
,-28.78346651722463,-9.884347534931164,16
,-25.78870383175984,1.570063774018729,16
,-24.905598683077205,-10.349816693327211,16
,-21.65127351531152,-6.831063042205791,16
,-19.140514820552745,-1.2238813482320845,16
,-20.956274111424896,11.969959086402884,16
,-27.709657796807548,0.9292535101021092,16
,-20.78005866633037,6.437466294871268,16
,-19.814356915822977,-8.398423556771817,16
,-19.181386535945744,14.502171563607616,16
,-19.99019405849304,-11.873729499217848,16
,-21.81660547648412,2.1247620581286664,16
,-26.148486337818884,-3.668103933938964,16
,-21.16818397870565,6.850332639900927,16
,-24.997894930590967,-5.106789550285102,16
,-31.96736986692793,-2.256742740785034,16
,-18.207404829680865,-10.177849709079696,16
,-23.284381435337263,11.240045864024768,16
,-26.045168111239622,-0.4837320134475759,16
,-22.82106260268106,-5.687639568374355,16
,-26.222958853242613,1.3261116794122214,16
,-22.74777316510961,-4.103683394506596,16
,-22.78997852749445,-5.176159325223921,16
,-21.98370726843214,7.342171103085213,16
,-18.747444296989126,-5.313975217087962,16
,-28.804927512465177,-4.6837728271627945,16
,-28.423414307500877,-3.851539304973324,16
,-22.298757630927376,-0.2627610174753154,16
,-25.510111604907937,-1.3649519040873543,16
,-27.24929878234237,-9.884841043771678,16
,-23.73484843753728,0.9538916447551602,16
,-29.553377012224168,-0.25938629777252,16
,-28.750922607764394,-9.74013989861273,16
,-27.241606399115756,-5.939923172001334,16
,-19.745210316661893,-10.880032117691336,16
,-23.62090639055406,6.246883092579449,16
,-25.058713416270823,-8.626884925804061,16
,-19.901337971626745,-9.885909283719092,16
,-24.77530456624503,-11.025829442517994,16
,-27.3005214771438,-0.3098935014853193,16
,-21.18347745552902,-3.5464775590033955,16
,-20.524093766846097,-14.477918408539823,16
,-21.46282623005444,-11.345092396432417,16
,-18.780063698434542,-13.641062807897882,16
,-20.83021946549076,-5.70162056774958,16
,-25.440920281427967,-6.098322964422931,16
,-30.696926032951705,-1.2728521759265392,16
,-21.366211128736275,-4.343226026558364,16
,-16.033346814750534,2.165289796519173,16
,-22.13500460286089,-7.362438335087055,16
,-22.851975684225653,1.9827914701385003,16
,-20.374341011864644,1.038673704870805,16
,-23.217208586756065,11.778475231499996,16
,-20.74592207866216,-3.511322799639087,16
,-18.261605953009983,-2.166772281016769,16
,-23.44964805339876,-3.4324684510200023,16
,-27.353057001853987,-4.499156468335716,16
,-24.429149171535617,4.434302469025027,16
,-18.887476132833253,-12.23768188613018,16
,-25.56192662289005,-3.3933387573951674,16
,-17.733582365404015,-16.074641586424562,16
,-23.05493950201976,1.4264151847202775,16
